chart_id,close_val,volume,high,chain_id,Liquity,coin_id,date_val
14,5.55,52829100,5.82,1,58,2,"2023-08-15 22:10:12"
15,0.2339,2463870,0.25607,1,39,5,"2023-08-15 22:10:12"
16,0.2339,2463870,0.25607,1,39,5,"2023-08-15 22:10:12"
17,0.370935,88332900,0.391845,1,64,3,"2023-08-15 22:10:12"
18,0.370935,88332900,0.391845,1,64,3,"2023-08-15 22:10:12"
19,5.54,52474100,5.82,1,58,2,"2023-08-15 22:18:23"
20,5.54,52474100,5.82,1,58,2,"2023-08-15 22:18:23"
21,5.54,52488200,5.82,1,58,2,"2023-08-15 22:19:24"
22,5.54,52488200,5.82,1,58,2,"2023-08-15 22:19:24"
23,5.54,52497000,5.82,1,58,2,"2023-08-15 22:23:20"
24,5.53,52304600,5.82,1,58,2,"2023-08-15 22:44:03"
25,5.53,52304600,5.82,1,58,2,"2023-08-15 22:44:03"
26,5.53,52592600,5.82,1,58,2,"2023-08-15 22:49:26"
27,5.52,52719400,5.82,1,58,2,"2023-08-15 23:01:01"
28,0.233254,2438600,0.25607,1,39,5,"2023-08-15 23:01:01"
29,0.00160955,18345.5,0.0016229,1,1,7,"2023-08-15 23:01:01"
30,0.368219,89509000,0.391845,1,64,3,"2023-08-15 23:01:01"
31,0.368391,89322100,0.391845,1,64,3,"2023-08-15 23:10:09"
32,5.54,51874600,5.82,1,58,2,"2023-08-15 23:10:09"
33,0.0016091,18340.5,0.0016229,1,1,7,"2023-08-15 23:10:09"
34,0.233456,2440860,0.25607,1,39,5,"2023-08-15 23:10:09"
35,5.54,52582100,5.82,1,58,2,"2023-08-15 23:11:17"
36,0.233457,2439370,0.25607,1,39,5,"2023-08-15 23:11:17"
37,5.54,52654900,5.82,1,58,2,"2023-08-15 23:12:19"
38,0.368602,89868100,0.391845,1,64,3,"2023-08-15 23:12:19"
39,0.00160924,18342.1,0.0016229,1,1,7,"2023-08-15 23:12:19"
40,0.233353,2437540,0.25607,1,39,5,"2023-08-15 23:12:20"
41,5.54,52774200,5.82,1,58,2,"2023-08-15 23:14:24"
42,0.368569,89831500,0.39168,1,64,3,"2023-08-15 23:14:24"
43,0.368569,89831500,0.39168,1,64,3,"2023-08-15 23:14:24"
44,0.23316,2434140,0.25607,1,39,5,"2023-08-15 23:14:24"
45,0.23316,2434140,0.25607,1,39,5,"2023-08-15 23:14:24"
46,0.00160927,18342.4,0.0016229,1,1,7,"2023-08-15 23:14:25"
47,0.00160927,18342.4,0.0016229,1,1,7,"2023-08-15 23:14:25"
48,5.53,52645000,5.82,1,58,2,"2023-08-15 23:19:40"
49,0.233419,2433330,0.25607,1,39,5,"2023-08-15 23:19:40"
50,0.233419,2433330,0.25607,1,39,5,"2023-08-15 23:19:40"
51,0.00160848,18333.3,0.00162287,1,1,7,"2023-08-15 23:19:40"
52,0.00160848,18333.3,0.00162287,1,1,7,"2023-08-15 23:19:40"
53,0.368559,89102700,0.39168,1,64,3,"2023-08-15 23:19:41"
54,0.368559,89102700,0.39168,1,64,3,"2023-08-15 23:19:41"
55,5.53,52602900,5.82,1,58,2,"2023-08-15 23:20:28"
56,0.233605,2434400,0.25607,1,39,5,"2023-08-15 23:20:28"
57,0.233605,2434400,0.25607,1,39,5,"2023-08-15 23:20:28"
58,0.368559,89102700,0.39168,1,64,3,"2023-08-15 23:20:28"
59,0.368559,89102700,0.39168,1,64,3,"2023-08-15 23:20:28"
60,0.00160848,18333.3,0.00162287,1,1,7,"2023-08-15 23:20:28"
61,0.00160848,18333.3,0.00162287,1,1,7,"2023-08-15 23:20:28"
62,0.00160847,18131.9,0.00162287,1,1,7,"2023-08-15 23:21:33"
63,0.00160847,18131.9,0.00162287,1,1,7,"2023-08-15 23:21:33"
64,5.53,52277000,5.82,1,58,2,"2023-08-15 23:21:33"
65,0.368624,89082000,0.39168,1,64,3,"2023-08-15 23:21:33"
66,0.368624,89082000,0.39168,1,64,3,"2023-08-15 23:21:33"
67,0.233513,2433260,0.25607,1,39,5,"2023-08-15 23:21:33"
68,0.233513,2433260,0.25607,1,39,5,"2023-08-15 23:21:33"
69,0.233638,2435250,0.25607,1,39,5,"2023-08-15 23:25:52"
70,0.233638,2435250,0.25607,1,39,5,"2023-08-15 23:25:52"
71,5.52,53311000,5.82,1,58,2,"2023-08-15 23:25:52"
72,0.368714,89731500,0.391376,1,64,3,"2023-08-15 23:25:52"
73,0.368714,89731500,0.391376,1,64,3,"2023-08-15 23:25:52"
74,0.0016087,18134.4,0.00162258,1,1,7,"2023-08-15 23:25:53"
75,0.0016087,18134.4,0.00162258,1,1,7,"2023-08-15 23:25:53"
76,0.233635,2435100,0.25607,1,39,5,"2023-08-15 23:26:52"
77,0.233635,2435100,0.25607,1,39,5,"2023-08-15 23:26:52"
78,0.368714,89731500,0.391376,1,64,3,"2023-08-15 23:26:52"
79,0.368714,89731500,0.391376,1,64,3,"2023-08-15 23:26:52"
80,0.0016087,18134.4,0.00162258,1,1,7,"2023-08-15 23:26:52"
81,0.0016087,18134.4,0.00162258,1,1,7,"2023-08-15 23:26:52"
82,5.52,53804600,5.82,1,58,2,"2023-08-15 23:26:52"
83,0.23365,2434910,0.25607,1,39,5,"2023-08-15 23:27:54"
84,0.23365,2434910,0.25607,1,39,5,"2023-08-15 23:27:54"
85,0.0016087,18134.4,0.00162258,1,1,7,"2023-08-15 23:27:54"
86,0.0016087,18134.4,0.00162258,1,1,7,"2023-08-15 23:27:54"
87,5.52,54185100,5.82,1,58,2,"2023-08-15 23:27:54"
88,0.368678,89721900,0.391376,1,64,3,"2023-08-15 23:27:54"
89,0.368678,89721900,0.391376,1,64,3,"2023-08-15 23:27:54"
90,5.52,54001400,5.82,1,58,2,"2023-08-15 23:28:49"
91,0.368656,89628900,0.391357,1,64,3,"2023-08-15 23:28:49"
92,0.368656,89628900,0.391357,1,64,3,"2023-08-15 23:28:49"
93,0.233588,2434050,0.25607,1,39,5,"2023-08-15 23:28:49"
94,0.233588,2434050,0.25607,1,39,5,"2023-08-15 23:28:49"
95,0.00160868,18335.7,0.00162258,1,1,7,"2023-08-15 23:28:49"
96,0.00160868,18335.7,0.00162258,1,1,7,"2023-08-15 23:28:49"
97,48.92,6245490,52.34,1,41,4,"2023-08-15 23:28:49"
98,48.92,6245490,52.34,1,41,4,"2023-08-15 23:28:49"
99,0.233485,2433130,0.25607,1,39,5,"2023-08-15 23:37:11"
100,0.233485,2433130,0.25607,1,39,5,"2023-08-15 23:37:11"
101,5.52,53918000,5.82,1,58,2,"2023-08-15 23:37:11"
102,48.97,4824610,52.34,1,41,4,"2023-08-15 23:37:11"
103,48.97,4824610,52.34,1,41,4,"2023-08-15 23:37:11"
104,0.368648,89641300,0.391168,1,64,3,"2023-08-15 23:37:11"
105,0.368648,89641300,0.391168,1,64,3,"2023-08-15 23:37:11"
113,4.88,25825400,4.92,1,58,1,"2023-08-18 20:24:11"
114,4.88,25724300,4.92,1,58,1,"2023-08-18 20:34:40"
115,4.88,25281700,4.92,1,58,1,"2023-08-18 20:40:54"
116,4.88,25157300,4.92,1,58,1,"2023-08-18 20:41:54"
117,4.87,25256800,4.92,1,58,1,"2023-08-18 20:42:54"
118,4.87,25242500,4.92,1,58,1,"2023-08-18 20:43:54"
119,4.87,25218600,4.92,1,58,1,"2023-08-18 20:44:54"
120,4.88,25222400,4.92,1,58,1,"2023-08-18 20:45:54"
121,4.88,25608800,4.92,1,58,1,"2023-08-18 20:46:54"
122,4.88,25612300,4.92,1,58,1,"2023-08-18 20:47:55"
123,4.88,25608800,4.92,1,58,1,"2023-08-18 20:48:56"
124,4.87,25588900,4.92,1,58,1,"2023-08-18 20:49:55"
125,4.87,25578800,4.92,1,58,1,"2023-08-18 20:50:55"
126,4.87,25564400,4.92,1,58,1,"2023-08-18 20:51:55"
127,4.88,25189800,4.92,1,58,1,"2023-08-18 20:52:55"
128,4.87,25168100,4.92,1,58,1,"2023-08-18 20:53:55"
129,4.88,25171100,4.92,1,58,1,"2023-08-18 20:54:55"
130,4.87,25545400,4.92,1,58,1,"2023-08-18 20:55:55"
131,4.87,25546900,4.92,1,58,1,"2023-08-18 20:56:55"
132,4.87,25552500,4.92,1,58,1,"2023-08-18 20:57:55"
133,4.88,25545100,4.92,1,58,1,"2023-08-18 20:58:55"
134,4.87,25534500,4.92,1,58,1,"2023-08-18 20:59:55"
135,4.87,25533600,4.92,1,58,1,"2023-08-18 21:00:55"
136,4.87,25324800,4.92,1,58,1,"2023-08-18 21:01:55"
137,4.87,25517600,4.92,1,58,1,"2023-08-18 21:02:55"
138,4.87,25493700,4.92,1,58,1,"2023-08-18 21:03:55"
139,4.87,25493700,4.92,1,58,1,"2023-08-18 21:04:55"
140,4.87,24959400,4.92,1,58,1,"2023-08-18 21:05:55"
141,4.88,25330500,4.92,1,58,1,"2023-08-18 21:06:57"
142,4.88,25132200,4.92,1,58,1,"2023-08-18 21:07:55"
143,4.88,25157200,4.92,1,58,1,"2023-08-18 21:12:43"
144,4.88,25348900,4.92,1,58,1,"2023-08-18 21:13:15"
145,4.88,25348900,4.92,1,58,1,"2023-08-18 21:13:42"
146,4.88,24970900,4.92,1,58,1,"2023-08-18 21:14:12"
147,4.88,24970900,4.92,1,58,1,"2023-08-18 21:14:42"
148,4.88,24787500,4.92,1,58,1,"2023-08-18 21:15:19"
149,4.88,24787500,4.92,1,58,1,"2023-08-18 21:15:49"
150,4.88,24787500,4.92,1,58,1,"2023-08-18 21:16:19"
151,4.88,24772200,4.92,1,58,1,"2023-08-18 21:16:49"
152,4.88,24772200,4.92,1,58,1,"2023-08-18 21:17:19"
153,4.87,24652100,4.92,1,58,1,"2023-08-18 21:17:49"
154,4.87,24652100,4.92,1,58,1,"2023-08-18 21:18:19"
155,4.87,24653000,4.92,1,58,1,"2023-08-18 21:18:49"
156,4.88,25142300,4.92,1,58,1,"2023-08-18 21:19:24"
157,4.88,25142300,4.92,1,58,1,"2023-08-18 21:19:55"
158,4.88,25142300,4.92,1,58,1,"2023-08-18 21:20:20"
159,4.88,23394900,4.92,1,58,1,"2023-08-18 21:20:50"
160,4.88,23394900,4.92,1,58,1,"2023-08-18 21:21:20"
161,4.87,25333300,4.92,1,58,1,"2023-08-18 21:21:47"
162,4.87,25333300,4.92,1,58,1,"2023-08-18 21:22:16"
163,4.87,25338300,4.92,1,58,1,"2023-08-18 21:22:46"
164,4.87,25338300,4.92,1,58,1,"2023-08-18 21:23:16"
165,4.87,25333100,4.92,1,58,1,"2023-08-18 21:24:03"
166,4.87,25333100,4.92,1,58,1,"2023-08-18 21:24:20"
167,4.87,25325000,4.92,1,58,1,"2023-08-18 21:24:46"
168,4.87,25325000,4.92,1,58,1,"2023-08-18 21:25:16"
169,4.86,25314900,4.92,1,58,1,"2023-08-18 21:25:47"
170,0.203839,2161280,0.211798,1,39,1,"2023-08-18 21:26:33"
171,4.86,25321400,4.92,1,58,1,"2023-08-18 21:26:34"
172,4.87,25331000,4.92,1,58,1,"2023-08-18 21:27:33"
173,0.203744,2160140,0.211798,1,39,1,"2023-08-18 21:27:34"
174,0.00146207,16113.8,0.001492,1,1,1,"2023-08-18 21:27:34"
175,4.86,25211200,4.92,1,58,1,"2023-08-18 21:29:48"
176,0.204226,2161330,0.211798,1,39,1,"2023-08-18 21:29:49"
177,0.00146212,16114.3,0.001492,1,1,1,"2023-08-18 21:29:49"
178,44.76,3473400,45.28,1,41,1,"2023-08-18 21:29:49"
179,0.00146286,16122.5,0.001492,1,1,1,"2023-08-18 21:32:40"
180,4.87,25363600,4.92,1,58,1,"2023-08-18 21:32:40"
181,44.8,3168830,45.28,1,41,1,"2023-08-18 21:32:40"
182,0.20398,2157240,0.211798,1,39,1,"2023-08-18 21:32:41"
183,0.327597,65940100,0.331294,1,64,1,"2023-08-18 21:32:41"
184,4.87,24967300,4.92,1,58,1,"2023-08-18 21:33:23"
185,4.87,25296700,4.92,1,58,1,"2023-08-18 21:37:12"
186,0.204697,2160400,0.211798,1,39,1,"2023-08-18 21:37:12"
187,0.327944,65773900,0.331294,1,64,1,"2023-08-18 21:37:12"
188,0.00146323,16126.6,0.001492,1,1,1,"2023-08-18 21:37:13"
189,44.79,3484320,45.22,1,41,1,"2023-08-18 21:37:13"
190,0.00146323,16126.6,0.001492,1,1,1,"2023-08-18 21:37:43"
191,44.79,3484320,45.22,1,41,1,"2023-08-18 21:37:58"
192,0.204989,2164110,0.211798,1,39,1,"2023-08-18 21:38:02"
193,0.00146283,16305.3,0.001492,1,1,1,"2023-08-18 21:38:13"
194,0.00146283,16305.3,0.001492,1,1,1,"2023-08-18 21:38:43"
195,44.79,3484130,45.13,1,41,1,"2023-08-18 21:38:43"
196,0.204989,2164110,0.211798,1,39,1,"2023-08-18 21:38:53"
197,0.00146235,16300,0.001492,1,1,1,"2023-08-18 21:39:13"
198,44.77,3482040,45.13,1,41,1,"2023-08-18 21:39:28"
199,0.204911,2163680,0.211798,1,39,1,"2023-08-18 21:39:42"
200,0.00146235,16300,0.001492,1,1,1,"2023-08-18 21:39:43"
202,4.87,25212600,4.92,1,58,1,"2023-08-18 21:45:55"
203,0.204898,2163250,0.211798,1,39,1,"2023-08-18 21:45:56"
204,0.327477,64977600,0.331294,1,64,1,"2023-08-18 21:45:56"
205,44.72,3478090,45.13,1,41,1,"2023-08-18 21:45:56"
206,0.00146149,16290.4,0.001492,1,1,1,"2023-08-18 21:45:56"
207,0.00146149,16290.4,0.001492,1,1,1,"2023-08-18 21:46:25"
208,44.75,3476060,45.13,1,41,1,"2023-08-18 21:46:41"
209,0.204918,2163470,0.211798,1,39,1,"2023-08-18 21:46:45"
210,0.00146149,16290.4,0.001492,1,1,1,"2023-08-18 21:46:55"
211,0.00146149,16290.4,0.001492,1,1,1,"2023-08-18 21:47:25"
212,44.76,3473560,45.13,1,41,1,"2023-08-18 21:47:25"
213,0.204867,2161990,0.211798,1,39,1,"2023-08-18 21:47:35"
214,4.87,25081900,4.92,1,58,2,"2023-08-18 21:47:58"
215,0.204867,2161990,0.211798,1,39,5,"2023-08-18 21:47:58"
216,44.76,3473560,45.13,1,41,4,"2023-08-18 21:47:59"
217,0.32749,64757400,0.331294,1,64,3,"2023-08-18 21:47:59"
218,0.00146149,16290.4,0.001492,1,1,7,"2023-08-18 21:47:59"
219,0.00146149,16290.4,0.001492,1,1,7,"2023-08-18 21:48:28"
220,44.75,3470680,45.13,1,41,4,"2023-08-18 21:48:44"
221,0.204902,2161800,0.211798,1,39,5,"2023-08-18 21:48:49"
222,0.00146149,16290.4,0.001492,1,1,7,"2023-08-18 21:48:59"
223,4.87,25052200,4.92,1,58,2,"2023-08-18 21:49:17"
224,0.204902,2161800,0.211798,1,39,5,"2023-08-18 21:49:17"
225,44.75,3470680,45.13,1,41,4,"2023-08-18 21:49:17"
226,0.00146149,16290.4,0.001492,1,1,7,"2023-08-18 21:49:17"
227,0.327369,64645100,0.331294,1,64,3,"2023-08-18 21:49:17"
228,0.00146111,16286.2,0.001492,1,1,7,"2023-08-18 21:49:48"
229,44.67,4519180,45.13,1,41,4,"2023-08-18 21:50:02"
230,0.204823,2161040,0.211798,1,39,5,"2023-08-18 21:50:07"
231,0.00146111,16286.2,0.001492,1,1,7,"2023-08-18 21:50:17"
232,44.67,4518560,45.13,1,41,4,"2023-08-18 21:50:47"
233,0.00146111,16286.2,0.001492,1,1,7,"2023-08-18 21:50:47"
234,0.20464,2157930,0.211798,1,39,5,"2023-08-18 21:50:59"
235,0.00146111,16286.2,0.001492,1,1,7,"2023-08-18 21:51:17"
236,44.67,4518560,45.13,1,41,4,"2023-08-18 21:51:32"
237,0.20464,2157930,0.211798,1,39,5,"2023-08-18 21:51:47"
238,0.00146109,16286,0.001492,1,1,7,"2023-08-18 21:51:47"
239,0.00146109,16286,0.001492,1,1,7,"2023-08-18 21:52:18"
240,44.7,3443000,45.13,1,41,4,"2023-08-18 21:52:18"
241,0.204643,2157730,0.211798,1,39,5,"2023-08-18 21:52:37"
242,0.00146109,16286,0.001492,1,1,7,"2023-08-18 21:52:47"
243,44.7,3442040,45.13,1,41,4,"2023-08-18 21:53:02"
244,0.00146109,16286,0.001492,1,1,7,"2023-08-18 21:53:17"
245,0.204677,2157730,0.211798,1,39,5,"2023-08-18 21:53:27"
246,44.7,3442040,45.13,1,41,4,"2023-08-18 21:53:47"
247,0.00146151,16290.6,0.001492,1,1,7,"2023-08-18 21:53:47"
248,0.00146151,16290.6,0.001492,1,1,7,"2023-08-18 21:54:17"
249,0.20473,2158650,0.211798,1,39,5,"2023-08-18 21:54:17"
250,44.69,3441950,45.13,1,41,4,"2023-08-18 21:54:32"
251,0.00146151,16290.6,0.001492,1,1,7,"2023-08-18 21:54:47"
252,0.204702,2158610,0.211798,1,39,5,"2023-08-18 21:55:07"
253,44.71,3439740,45.13,1,41,4,"2023-08-18 21:55:17"
254,0.00146151,16290.6,0.001492,1,1,7,"2023-08-18 21:55:17"
255,0.0014618,16293.9,0.001492,1,1,7,"2023-08-18 21:55:48"
256,0.204651,2158440,0.211798,1,39,5,"2023-08-18 21:56:01"
257,44.71,3439740,45.13,1,41,4,"2023-08-18 21:56:06"
258,0.0014618,16293.9,0.001492,1,1,7,"2023-08-18 21:56:17"
259,44.71,3439850,45.13,1,41,4,"2023-08-18 21:56:48"
260,0.0014618,16293.9,0.001492,1,1,7,"2023-08-18 21:56:48"
261,0.204651,2158440,0.211798,1,39,5,"2023-08-18 21:56:49"
262,0.0014618,16293.9,0.001492,1,1,7,"2023-08-18 21:57:17"
263,44.62,4494990,45.13,1,41,4,"2023-08-18 21:57:32"
264,0.204585,2157720,0.211798,1,39,5,"2023-08-18 21:57:37"
265,0.0014618,16293.9,0.001492,1,1,7,"2023-08-18 21:57:47"
266,44.62,4494990,45.13,1,41,4,"2023-08-18 21:58:18"
267,0.0014618,16293.9,0.001492,1,1,7,"2023-08-18 21:58:18"
268,0.204854,2161480,0.211798,1,39,5,"2023-08-18 21:58:27"
269,0.0014615,16290.5,0.001492,1,1,7,"2023-08-18 21:58:48"
270,44.69,3435310,45.13,1,41,4,"2023-08-18 21:59:02"
271,0.204909,2162460,0.211798,1,39,5,"2023-08-18 21:59:17"
272,0.0014615,16290.5,0.001492,1,1,7,"2023-08-18 21:59:17"
273,44.7,3518280,45.13,1,41,4,"2023-08-18 21:59:47"
274,0.0014615,16290.5,0.001492,1,1,7,"2023-08-18 21:59:47"
275,0.204943,2162760,0.211798,1,39,5,"2023-08-18 22:00:07"
276,0.0014615,16290.5,0.001492,1,1,7,"2023-08-18 22:00:17"
277,44.7,3517410,45.13,1,41,4,"2023-08-18 22:00:32"
278,0.00146234,16299.9,0.001492,1,1,7,"2023-08-18 22:00:48"
279,0.204943,2162760,0.211798,1,39,5,"2023-08-18 22:00:57"
280,44.7,3517410,45.13,1,41,4,"2023-08-18 22:01:17"
281,0.00146234,16299.9,0.001492,1,1,7,"2023-08-18 22:01:18"
282,0.204775,2160160,0.211798,1,39,5,"2023-08-18 22:01:47"
283,0.00146234,16299.9,0.001492,1,1,7,"2023-08-18 22:01:47"
284,44.66,4577360,45.13,1,41,4,"2023-08-18 22:02:02"
285,0.00146234,16299.9,0.001492,1,1,7,"2023-08-18 22:02:17"
286,0.204773,2156810,0.211798,1,39,5,"2023-08-18 22:02:37"
287,44.72,3508650,45.13,1,41,4,"2023-08-18 22:02:47"
288,0.00146243,16209.3,0.001492,1,1,7,"2023-08-18 22:02:48"
289,0.00146243,16209.3,0.001492,1,1,7,"2023-08-18 22:03:17"
290,0.204713,2156620,0.211798,1,39,5,"2023-08-18 22:03:27"
291,44.68,3422240,45.13,1,41,4,"2023-08-18 22:03:32"
292,0.00146243,16209.3,0.001492,1,1,7,"2023-08-18 22:03:48"
293,44.68,3422240,45.13,1,41,4,"2023-08-18 22:04:17"
294,0.204644,2156160,0.211798,1,39,5,"2023-08-18 22:04:17"
295,0.00146243,16209.3,0.001492,1,1,7,"2023-08-18 22:04:17"
296,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:04:48"
297,44.66,3488500,45.13,1,41,4,"2023-08-18 22:05:02"
298,0.204793,2154290,0.211798,1,39,5,"2023-08-18 22:05:07"
299,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:05:17"
300,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:05:48"
301,44.66,3487600,45.13,1,41,4,"2023-08-18 22:05:48"
302,0.204793,2154290,0.211798,1,39,5,"2023-08-18 22:05:57"
303,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:06:17"
304,44.66,3487600,45.13,1,41,4,"2023-08-18 22:06:33"
305,0.204772,2154030,0.211798,1,39,5,"2023-08-18 22:06:47"
306,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:06:48"
307,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:07:17"
308,44.72,3492770,45.13,1,41,4,"2023-08-18 22:07:18"
309,0.204828,2155250,0.211798,1,39,5,"2023-08-18 22:07:37"
310,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:07:48"
311,44.72,3492770,45.13,1,41,4,"2023-08-18 22:08:03"
312,0.00146128,16196.6,0.001492,1,1,7,"2023-08-18 22:08:17"
313,0.204714,2154290,0.211798,1,39,5,"2023-08-18 22:08:27"
314,44.69,3489590,45.13,1,41,4,"2023-08-18 22:08:48"
315,0.0014606,16280.5,0.001492,1,1,7,"2023-08-18 22:08:48"
316,0.204697,2154060,0.211798,1,39,5,"2023-08-18 22:09:17"
317,0.0014606,16280.5,0.001492,1,1,7,"2023-08-18 22:09:17"
318,44.67,3484870,45.13,1,41,4,"2023-08-18 22:09:33"
319,0.0014606,16280.5,0.001492,1,1,7,"2023-08-18 22:09:48"
320,0.204582,2152880,0.211798,1,39,5,"2023-08-18 22:10:07"
321,0.0014606,16280.5,0.001492,1,1,7,"2023-08-18 22:10:17"
322,44.67,3484870,45.13,1,41,4,"2023-08-18 22:10:18"
323,0.00146104,16285.4,0.001492,1,1,7,"2023-08-18 22:10:48"
324,0.204582,2152880,0.211798,1,39,5,"2023-08-18 22:10:57"
325,44.66,3399720,45.13,1,41,4,"2023-08-18 22:11:03"
